İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
148, ÇERKEZKÖY ,, 107.397 , 94.541 , 92.920 , 32.199 , 4.849 , 46.602 , 8.534 , 585 , 151 , Excel İndir  Json İndir 
156, ÇORLU ,, 187.805 , 167.084 , 164.696 , 87.345 , 10.430 , 59.052 , 6.835 , 681 , 353 , Excel İndir  Json İndir 
1052, ERGENE ,, 45.530 , 41.379 , 40.447 , 19.262 , 3.001 , 15.651 , 2.326 , 124 , 83 , Excel İndir  Json İndir 
285, HAYRABOLU ,, 25.143 , 22.654 , 21.946 , 10.913 , 2.982 , 7.794 , 124 , 65 , 68 , Excel İndir  Json İndir 
1051, KAPAKLI ,, 77.415 , 68.323 , 67.099 , 23.542 , 3.693 , 35.938 , 3.517 , 330 , 79 , Excel İndir  Json İndir 
404, MALKARA ,, 41.622 , 37.620 , 36.528 , 16.757 , 4.531 , 14.704 , 267 , 165 , 104 , Excel İndir  Json İndir 
718, MARMARAEREĞLİSİ ,, 18.855 , 16.527 , 16.190 , 7.677 , 996 , 5.776 , 1.647 , 59 , 35 , Excel İndir  Json İndir 
431, MURATLI ,, 21.762 , 19.900 , 19.461 , 11.331 , 1.581 , 6.056 , 381 , 60 , 52 , Excel İndir  Json İndir 
489, SARAY ,, 37.843 , 34.417 , 33.678 , 19.331 , 2.776 , 10.692 , 602 , 200 , 77 , Excel İndir  Json İndir 
1050, SÜLEYMANPAŞA ,, 147.583 , 131.471 , 129.212 , 63.496 , 12.032 , 49.861 , 2.851 , 707 , 265 , Excel İndir  Json İndir 
545, ŞARKÖY ,, 26.742 , 23.518 , 22.901 , 12.621 , 1.731 , 7.919 , 504 , 45 , 81 , Excel İndir  Json İndir 
