İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
8, AFYONKARAHİSAR MERKEZ ,, 195.734 , 179.748 , 175.913 , 32.164 , 18.205 , 122.911 , 605 , 1.743 , 285 , Excel İndir  Json İndir 
664, BAŞMAKÇI ,, 7.818 , 7.127 , 6.780 , 1.825 , 968 , 3.886 , 29 , 33 , 39 , Excel İndir  Json İndir 
666, BAYAT ,, 5.695 , 5.111 , 4.831 , 936 , 552 , 3.273 , 29 , 26 , 15 , Excel İndir  Json İndir 
99, BOLVADİN ,, 31.159 , 27.721 , 26.838 , 3.461 , 2.801 , 20.137 , 89 , 301 , 49 , Excel İndir  Json İndir 
137, ÇAY ,, 23.590 , 20.938 , 20.211 , 4.640 , 3.093 , 12.174 , 96 , 165 , 43 , Excel İndir  Json İndir 
799, ÇOBANLAR ,, 9.011 , 8.359 , 8.098 , 1.032 , 1.121 , 5.876 , 17 , 43 , 9 , Excel İndir  Json İndir 
165, DAZKIRI ,, 8.481 , 7.786 , 7.543 , 1.783 , 1.096 , 4.565 , 21 , 60 , 18 , Excel İndir  Json İndir 
179, DİNAR ,, 35.186 , 30.979 , 29.827 , 7.153 , 5.458 , 16.788 , 141 , 218 , 69 , Excel İndir  Json İndir 
204, EMİRDAĞ ,, 27.862 , 22.681 , 21.947 , 5.557 , 2.337 , 13.771 , 91 , 146 , 45 , Excel İndir  Json İndir 
816, EVCİLER ,, 5.617 , 5.094 , 4.978 , 1.399 , 735 , 2.810 , 6 , 19 , 9 , Excel İndir  Json İndir 
837, HOCALAR ,, 7.357 , 6.528 , 6.141 , 792 , 598 , 4.685 , 24 , 31 , 11 , Excel İndir  Json İndir 
301, İHSANİYE ,, 19.876 , 18.589 , 18.016 , 2.288 , 1.472 , 14.072 , 33 , 123 , 28 , Excel İndir  Json İndir 
702, İSCEHİSAR ,, 16.583 , 15.642 , 15.245 , 1.185 , 1.624 , 12.192 , 39 , 180 , 25 , Excel İndir  Json İndir 
854, KIZILÖREN ,, 2.001 , 1.776 , 1.692 , 334 , 306 , 1.032 , 7 , 7 , 6 , Excel İndir  Json İndir 
487, SANDIKLI ,, 41.276 , 36.676 , 35.313 , 5.606 , 4.938 , 24.191 , 109 , 381 , 88 , Excel İndir  Json İndir 
519, SİNANPAŞA ,, 30.039 , 27.289 , 26.297 , 3.943 , 2.498 , 19.587 , 57 , 128 , 84 , Excel İndir  Json İndir 
532, SULTANDAĞI ,, 12.699 , 11.362 , 10.851 , 4.984 , 1.987 , 3.613 , 140 , 68 , 59 , Excel İndir  Json İndir 
557, ŞUHUT ,, 27.722 , 25.767 , 24.940 , 4.944 , 2.162 , 17.525 , 56 , 206 , 47 , Excel İndir  Json İndir 
