İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
32, ALTINTAŞ ,, 12.447 , 11.019 , 10.629 , 1.502 , 1.014 , 7.952 , 33 , 108 , 20 , Excel İndir  Json İndir 
657, ASLANAPA ,, 7.501 , 7.051 , 6.831 , 376 , 541 , 5.835 , 10 , 59 , 10 , Excel İndir  Json İndir 
791, ÇAVDARHİSAR ,, 5.460 , 4.854 , 4.624 , 739 , 487 , 3.278 , 16 , 78 , 26 , Excel İndir  Json İndir 
186, DOMANİÇ ,, 11.945 , 11.057 , 10.660 , 1.865 , 1.361 , 7.203 , 39 , 167 , 25 , Excel İndir  Json İndir 
683, DUMLUPINAR ,, 2.419 , 2.136 , 2.058 , 512 , 169 , 1.348 , 3 , 15 , 11 , Excel İndir  Json İndir 
202, EMET ,, 15.888 , 14.466 , 14.053 , 1.734 , 1.272 , 10.649 , 34 , 332 , 32 , Excel İndir  Json İndir 
236, GEDİZ ,, 38.202 , 35.232 , 34.218 , 4.896 , 5.027 , 23.949 , 54 , 228 , 64 , Excel İndir  Json İndir 
695, HİSARCIK ,, 9.808 , 8.804 , 8.545 , 935 , 1.243 , 6.245 , 18 , 76 , 28 , Excel İndir  Json İndir 
393, KÜTAHYA MERKEZ ,, 181.387 , 164.936 , 161.238 , 30.033 , 13.860 , 114.140 , 622 , 2.316 , 267 , Excel İndir  Json İndir 
872, PAZARLAR ,, 4.166 , 3.764 , 3.606 , 491 , 403 , 2.664 , 7 , 32 , 9 , Excel İndir  Json İndir 
518, SİMAV ,, 50.435 , 45.955 , 44.396 , 7.519 , 5.202 , 31.035 , 127 , 389 , 124 , Excel İndir  Json İndir 
736, ŞAPHANE ,, 5.133 , 4.605 , 4.443 , 854 , 444 , 3.074 , 14 , 46 , 11 , Excel İndir  Json İndir 
564, TAVŞANLI ,, 77.862 , 71.998 , 70.176 , 10.659 , 6.801 , 51.264 , 233 , 1.104 , 115 , Excel İndir  Json İndir 
