İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
31, ALTINÖZÜ ,, 35.946 , 31.813 , 31.098 , 4.220 , 966 , 25.578 , 132 , 156 , 46 , Excel İndir  Json İndir 
1031, ANTAKYA ,, 236.374 , 212.235 , 208.811 , 79.167 , 9.212 , 117.458 , 1.395 , 1.377 , 202 , Excel İndir  Json İndir 
1033, ARSUZ ,, 61.494 , 55.224 , 54.313 , 38.643 , 1.872 , 12.916 , 689 , 99 , 94 , Excel İndir  Json İndir 
780, BELEN ,, 23.018 , 20.970 , 20.548 , 4.777 , 2.282 , 13.137 , 113 , 201 , 38 , Excel İndir  Json İndir 
1032, DEFNE ,, 104.137 , 94.291 , 92.975 , 84.132 , 1.037 , 6.177 , 1.418 , 91 , 120 , Excel İndir  Json İndir 
187, DÖRTYOL ,, 82.689 , 72.578 , 71.004 , 17.924 , 7.877 , 38.849 , 5.504 , 751 , 99 , Excel İndir  Json İndir 
685, ERZİN ,, 28.605 , 25.195 , 24.614 , 7.569 , 2.628 , 11.224 , 2.949 , 201 , 43 , Excel İndir  Json İndir 
279, HASSA ,, 36.231 , 31.928 , 30.998 , 3.840 , 3.710 , 22.857 , 137 , 407 , 47 , Excel İndir  Json İndir 
310, İSKENDERUN ,, 171.301 , 151.421 , 148.979 , 59.892 , 11.136 , 71.601 , 5.187 , 916 , 247 , Excel İndir  Json İndir 
362, KIRIKHAN ,, 73.575 , 64.933 , 63.805 , 9.572 , 4.344 , 48.809 , 584 , 409 , 87 , Excel İndir  Json İndir 
863, KUMLU ,, 8.090 , 7.108 , 6.958 , 1.512 , 434 , 4.933 , 22 , 47 , 10 , Excel İndir  Json İndir 
1034, PAYAS ,, 27.355 , 24.703 , 24.150 , 5.491 , 2.049 , 14.774 , 1.442 , 352 , 42 , Excel İndir  Json İndir 
478, REYHANLI ,, 54.641 , 45.338 , 44.392 , 6.243 , 1.793 , 35.717 , 268 , 268 , 103 , Excel İndir  Json İndir 
484, SAMANDAĞ ,, 80.101 , 70.605 , 69.432 , 62.445 , 937 , 4.771 , 1.082 , 55 , 142 , Excel İndir  Json İndir 
614, YAYLADAĞI ,, 18.778 , 17.151 , 16.663 , 3.181 , 975 , 12.278 , 78 , 122 , 29 , Excel İndir  Json İndir 
