İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
644, AHMETLİ ,, 12.678 , 11.598 , 11.246 , 3.482 , 1.438 , 5.804 , 441 , 49 , 32 , Excel İndir  Json İndir 
18, AKHİSAR ,, 130.538 , 119.361 , 116.114 , 49.226 , 10.720 , 53.015 , 2.045 , 767 , 341 , Excel İndir  Json İndir 
27, ALAŞEHİR ,, 75.920 , 68.456 , 66.207 , 24.510 , 8.926 , 29.221 , 2.850 , 492 , 208 , Excel İndir  Json İndir 
167, DEMİRCİ ,, 30.266 , 27.608 , 26.642 , 4.838 , 3.197 , 18.137 , 99 , 307 , 64 , Excel İndir  Json İndir 
686, GÖLMARMARA ,, 11.333 , 10.465 , 10.186 , 3.626 , 714 , 3.996 , 1.790 , 38 , 22 , Excel İndir  Json İndir 
259, GÖRDES ,, 22.759 , 21.068 , 20.063 , 4.518 , 2.666 , 12.554 , 95 , 143 , 87 , Excel İndir  Json İndir 
364, KIRKAĞAÇ ,, 29.256 , 26.642 , 25.827 , 5.742 , 2.559 , 17.103 , 136 , 234 , 53 , Excel İndir  Json İndir 
858, KÖPRÜBAŞI ,, 10.867 , 9.906 , 9.447 , 2.664 , 1.605 , 5.035 , 49 , 51 , 43 , Excel İndir  Json İndir 
382, KULA ,, 34.705 , 31.740 , 30.469 , 8.245 , 4.479 , 17.280 , 197 , 167 , 101 , Excel İndir  Json İndir 
483, SALİHLİ ,, 124.187 , 112.315 , 109.375 , 46.561 , 13.031 , 43.413 , 5.715 , 409 , 246 , Excel İndir  Json İndir 
493, SARIGÖL ,, 28.394 , 26.002 , 25.009 , 10.979 , 4.710 , 8.518 , 619 , 86 , 97 , Excel İndir  Json İndir 
499, SARUHANLI ,, 41.904 , 39.067 , 38.015 , 14.876 , 4.329 , 16.192 , 2.362 , 178 , 78 , Excel İndir  Json İndir 
506, SELENDİ ,, 16.027 , 14.520 , 13.876 , 3.350 , 1.703 , 8.600 , 88 , 80 , 55 , Excel İndir  Json İndir 
527, SOMA ,, 79.853 , 73.284 , 71.621 , 21.970 , 7.025 , 40.831 , 1.007 , 605 , 183 , Excel İndir  Json İndir 
1037, ŞEHZADELER ,, 121.179 , 110.192 , 107.789 , 37.179 , 10.873 , 51.973 , 6.954 , 620 , 190 , Excel İndir  Json İndir 
582, TURGUTLU ,, 116.822 , 105.245 , 102.686 , 31.392 , 11.055 , 49.563 , 9.839 , 660 , 177 , Excel İndir  Json İndir 
1038, YUNUSEMRE ,, 159.722 , 146.285 , 143.502 , 48.307 , 13.410 , 69.911 , 10.826 , 793 , 255 , Excel İndir  Json İndir 
