İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
17, AKDAĞMADENİ ,, 29.699 , 23.835 , 23.118 , 2.715 , 1.627 , 18.475 , 36 , 239 , 26 , Excel İndir  Json İndir 
770, AYDINCIK ,, 7.295 , 6.731 , 6.602 , 872 , 371 , 5.297 , 10 , 39 , 13 , Excel İndir  Json İndir 
97, BOĞAZLIYAN ,, 25.443 , 21.871 , 21.175 , 6.408 , 1.845 , 12.650 , 107 , 125 , 40 , Excel İndir  Json İndir 
788, ÇANDIR ,, 3.386 , 2.877 , 2.777 , 695 , 256 , 1.795 , 8 , 12 , 11 , Excel İndir  Json İndir 
140, ÇAYIRALAN ,, 9.546 , 7.285 , 7.034 , 1.692 , 534 , 4.722 , 13 , 38 , 35 , Excel İndir  Json İndir 
143, ÇEKEREK ,, 14.355 , 13.107 , 12.785 , 1.726 , 745 , 10.108 , 34 , 156 , 16 , Excel İndir  Json İndir 
845, KADIŞEHRİ ,, 7.901 , 7.141 , 7.012 , 702 , 265 , 5.941 , 15 , 84 , 5 , Excel İndir  Json İndir 
875, SARAYKENT ,, 8.361 , 6.351 , 6.196 , 245 , 343 , 5.552 , 8 , 44 , 4 , Excel İndir  Json İndir 
495, SARIKAYA ,, 24.084 , 19.503 , 18.880 , 1.592 , 1.534 , 15.521 , 67 , 142 , 24 , Excel İndir  Json İndir 
528, SORGUN ,, 55.389 , 48.827 , 47.695 , 4.623 , 3.241 , 39.154 , 93 , 532 , 52 , Excel İndir  Json İndir 
548, ŞEFAATLİ ,, 11.527 , 9.933 , 9.664 , 1.730 , 1.395 , 6.453 , 22 , 49 , 15 , Excel İndir  Json İndir 
891, YENİFAKILI ,, 4.312 , 3.825 , 3.672 , 1.046 , 452 , 2.134 , 10 , 23 , 7 , Excel İndir  Json İndir 
619, YERKÖY ,, 27.094 , 23.420 , 22.784 , 3.934 , 2.750 , 15.528 , 216 , 303 , 53 , Excel İndir  Json İndir 
626, YOZGAT MERKEZ ,, 68.477 , 61.356 , 59.671 , 8.721 , 5.385 , 44.698 , 159 , 644 , 64 , Excel İndir  Json İndir 
