İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
13, AKÇAABAT ,, 89.071 , 78.918 , 76.632 , 14.490 , 5.770 , 54.979 , 142 , 1.087 , 164 , Excel İndir  Json İndir 
40, ARAKLI ,, 34.344 , 28.636 , 28.135 , 2.369 , 1.345 , 23.721 , 78 , 583 , 39 , Excel İndir  Json İndir 
49, ARSİN ,, 21.038 , 18.381 , 18.051 , 1.744 , 979 , 14.871 , 31 , 390 , 36 , Excel İndir  Json İndir 
668, BEŞİKDÜZÜ ,, 16.871 , 14.916 , 14.454 , 5.480 , 2.173 , 6.606 , 39 , 119 , 37 , Excel İndir  Json İndir 
789, ÇARŞIBAŞI ,, 11.785 , 10.549 , 10.152 , 1.683 , 1.072 , 7.244 , 29 , 99 , 25 , Excel İndir  Json İndir 
142, ÇAYKARA ,, 11.059 , 9.519 , 9.124 , 1.246 , 431 , 7.211 , 26 , 190 , 20 , Excel İndir  Json İndir 
802, DERNEKPAZARI ,, 3.332 , 2.923 , 2.813 , 261 , 98 , 2.341 , 3 , 104 , 6 , Excel İndir  Json İndir 
810, DÜZKÖY ,, 10.682 , 9.197 , 8.906 , 2.309 , 409 , 6.050 , 28 , 91 , 19 , Excel İndir  Json İndir 
835, HAYRAT ,, 6.444 , 5.736 , 5.625 , 371 , 136 , 5.017 , 8 , 85 , 8 , Excel İndir  Json İndir 
859, KÖPRÜBAŞI ,, 3.843 , 3.216 , 3.103 , 216 , 137 , 2.673 , 2 , 70 , 5 , Excel İndir  Json İndir 
400, MAÇKA ,, 19.243 , 16.661 , 16.244 , 3.537 , 811 , 11.696 , 33 , 137 , 30 , Excel İndir  Json İndir 
441, OF ,, 33.135 , 29.257 , 28.541 , 2.679 , 984 , 23.848 , 80 , 889 , 61 , Excel İndir  Json İndir 
1039, ORTAHİSAR ,, 234.659 , 204.717 , 200.379 , 52.844 , 17.963 , 125.317 , 790 , 3.105 , 360 , Excel İndir  Json İndir 
540, SÜRMENE ,, 19.719 , 16.770 , 16.260 , 2.363 , 837 , 12.545 , 29 , 450 , 36 , Excel İndir  Json İndir 
735, ŞALPAZARI ,, 9.231 , 8.264 , 7.956 , 1.314 , 708 , 5.760 , 13 , 140 , 21 , Excel İndir  Json İndir 
574, TONYA ,, 11.848 , 10.503 , 9.985 , 3.133 , 581 , 6.014 , 43 , 180 , 34 , Excel İndir  Json İndir 
602, VAKFIKEBİR ,, 20.857 , 18.406 , 17.852 , 3.572 , 1.524 , 12.371 , 44 , 310 , 31 , Excel İndir  Json İndir 
625, YOMRA ,, 26.731 , 22.878 , 22.376 , 4.011 , 1.832 , 16.150 , 47 , 293 , 43 , Excel İndir  Json İndir 
