İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
52, AŞKALE ,, 16.052 , 14.508 , 14.180 , 1.321 , 1.038 , 11.512 , 94 , 201 , 14 , Excel İndir  Json İndir 
838, AZİZİYE ,, 38.269 , 34.669 , 34.034 , 2.668 , 2.387 , 28.115 , 389 , 453 , 22 , Excel İndir  Json İndir 
133, ÇAT ,, 11.120 , 9.644 , 9.388 , 1.643 , 340 , 6.446 , 861 , 86 , 12 , Excel İndir  Json İndir 
289, HINIS ,, 16.522 , 13.504 , 12.839 , 2.711 , 244 , 4.994 , 4.736 , 118 , 36 , Excel İndir  Json İndir 
293, HORASAN ,, 23.803 , 20.198 , 19.770 , 999 , 813 , 16.286 , 1.497 , 161 , 14 , Excel İndir  Json İndir 
313, İSPİR ,, 12.918 , 11.517 , 11.200 , 815 , 589 , 9.602 , 24 , 153 , 17 , Excel İndir  Json İndir 
705, KARAÇOBAN ,, 12.845 , 9.976 , 9.539 , 399 , 112 , 2.265 , 6.719 , 34 , 10 , Excel İndir  Json İndir 
339, KARAYAZI ,, 16.250 , 13.585 , 13.151 , 417 , 89 , 3.176 , 9.404 , 56 , 9 , Excel İndir  Json İndir 
860, KÖPRÜKÖY ,, 9.463 , 8.427 , 8.209 , 423 , 383 , 6.376 , 966 , 54 , 7 , Excel İndir  Json İndir 
433, NARMAN ,, 9.463 , 8.338 , 8.098 , 657 , 681 , 6.615 , 26 , 103 , 16 , Excel İndir  Json İndir 
443, OLTU ,, 22.551 , 19.697 , 19.229 , 1.753 , 1.126 , 15.733 , 180 , 401 , 36 , Excel İndir  Json İndir 
444, OLUR ,, 5.626 , 4.755 , 4.590 , 440 , 438 , 3.663 , 8 , 35 , 6 , Excel İndir  Json İndir 
987, PALANDÖKEN ,, 113.170 , 98.634 , 96.362 , 10.723 , 8.413 , 70.113 , 5.329 , 1.656 , 128 , Excel İndir  Json İndir 
460, PASİNLER ,, 18.403 , 16.671 , 16.251 , 1.274 , 1.734 , 12.549 , 452 , 227 , 15 , Excel İndir  Json İndir 
758, PAZARYOLU ,, 3.422 , 3.115 , 3.067 , 117 , 123 , 2.779 , 2 , 39 , 7 , Excel İndir  Json İndir 
550, ŞENKAYA ,, 13.512 , 11.002 , 10.644 , 3.472 , 462 , 6.295 , 311 , 89 , 15 , Excel İndir  Json İndir 
567, TEKMAN ,, 15.055 , 12.337 , 11.735 , 751 , 110 , 3.113 , 7.644 , 101 , 16 , Excel İndir  Json İndir 
576, TORTUM ,, 11.952 , 10.822 , 10.643 , 509 , 574 , 9.398 , 7 , 144 , 11 , Excel İndir  Json İndir 
744, UZUNDERE ,, 6.645 , 5.927 , 5.757 , 348 , 436 , 4.853 , 14 , 97 , 9 , Excel İndir  Json İndir 
988, YAKUTİYE ,, 117.250 , 103.820 , 101.618 , 10.076 , 7.669 , 80.112 , 1.904 , 1.763 , 94 , Excel İndir  Json İndir 
