İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
762, AKÇAKENT ,, 3.171 , 2.758 , 2.634 , 276 , 261 , 2.063 , 12 , 18 , 4 , Excel İndir  Json İndir 
647, AKPINAR ,, 5.955 , 5.205 , 5.010 , 1.350 , 516 , 3.070 , 24 , 34 , 16 , Excel İndir  Json İndir 
783, BOZTEPE ,, 4.367 , 3.945 , 3.853 , 1.437 , 269 , 1.637 , 486 , 20 , 4 , Excel İndir  Json İndir 
152, ÇİÇEKDAĞI ,, 11.146 , 9.567 , 9.217 , 1.436 , 992 , 6.458 , 213 , 95 , 23 , Excel İndir  Json İndir 
324, KAMAN ,, 27.437 , 22.511 , 21.740 , 6.250 , 2.758 , 12.357 , 197 , 115 , 63 , Excel İndir  Json İndir 
366, KIRŞEHİR MERKEZ ,, 99.893 , 86.796 , 84.572 , 25.583 , 10.852 , 44.473 , 2.751 , 783 , 130 , Excel İndir  Json İndir 
422, MUCUR ,, 14.198 , 12.599 , 12.276 , 3.081 , 1.454 , 7.490 , 148 , 86 , 17 , Excel İndir  Json İndir 
