İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
728, PENDİK ,, 491.797 , 435.249 , 427.691 , 129.613 , 22.374 , 249.985 , 19.946 , 5.028 , 745 , Excel İndir  Json İndir 
969, SANCAKTEPE ,, 272.270 , 243.914 , 239.239 , 76.280 , 7.646 , 123.321 , 29.830 , 1.894 , 268 , Excel İndir  Json İndir 
497, SARIYER ,, 248.940 , 219.735 , 216.334 , 104.843 , 10.109 , 93.274 , 5.993 , 1.648 , 467 , Excel İndir  Json İndir 
515, SİLİVRİ ,, 130.578 , 115.756 , 113.712 , 51.266 , 8.211 , 46.151 , 7.061 , 774 , 249 , Excel İndir  Json İndir 
906, SULTANBEYLİ ,, 213.941 , 190.650 , 186.365 , 21.684 , 5.238 , 128.103 , 28.783 , 2.374 , 183 , Excel İndir  Json İndir 
970, SULTANGAZİ ,, 350.388 , 311.724 , 306.483 , 73.723 , 9.076 , 188.528 , 31.625 , 3.161 , 370 , Excel İndir  Json İndir 
552, ŞİLE ,, 26.912 , 24.572 , 23.988 , 8.036 , 2.129 , 12.711 , 835 , 217 , 60 , Excel İndir  Json İndir 
556, ŞİŞLİ ,, 204.319 , 174.910 , 172.553 , 103.316 , 6.622 , 51.726 , 9.558 , 881 , 450 , Excel İndir  Json İndir 
907, TUZLA ,, 174.845 , 155.919 , 153.401 , 55.364 , 8.615 , 79.314 , 8.237 , 1.598 , 273 , Excel İndir  Json İndir 
745, ÜMRANİYE ,, 491.437 , 437.532 , 430.704 , 137.614 , 23.623 , 242.289 , 21.919 , 4.553 , 706 , Excel İndir  Json İndir 
601, ÜSKÜDAR ,, 400.772 , 355.391 , 350.088 , 143.172 , 20.410 , 170.868 , 10.427 , 4.325 , 886 , Excel İndir  Json İndir 
632, ZEYTİNBURNU ,, 191.796 , 165.162 , 162.473 , 47.266 , 8.945 , 85.626 , 18.926 , 1.469 , 241 , Excel İndir  Json İndir 
