İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
1004, ADAPAZARI ,, 192.628 , 172.832 , 169.343 , 39.106 , 12.452 , 111.906 , 3.288 , 2.318 , 273 , Excel İndir  Json İndir 
23, AKYAZI ,, 63.513 , 58.670 , 57.320 , 6.516 , 2.694 , 46.954 , 171 , 906 , 79 , Excel İndir  Json İndir 
1005, ARİFİYE ,, 29.476 , 27.020 , 26.384 , 3.841 , 1.570 , 19.482 , 1.100 , 359 , 32 , Excel İndir  Json İndir 
1006, ERENLER ,, 60.970 , 55.023 , 53.925 , 7.964 , 3.201 , 40.979 , 967 , 756 , 58 , Excel İndir  Json İndir 
818, FERİZLİ ,, 18.855 , 17.040 , 16.597 , 2.768 , 1.318 , 12.223 , 73 , 187 , 28 , Excel İndir  Json İndir 
248, GEYVE ,, 35.671 , 32.405 , 31.477 , 5.250 , 3.020 , 22.360 , 322 , 455 , 70 , Excel İndir  Json İndir 
288, HENDEK ,, 58.089 , 52.586 , 51.305 , 8.343 , 4.157 , 37.700 , 581 , 429 , 95 , Excel İndir  Json İndir 
848, KARAPÜRÇEK ,, 8.988 , 8.249 , 7.957 , 995 , 297 , 6.386 , 42 , 226 , 11 , Excel İndir  Json İndir 
337, KARASU ,, 46.447 , 40.628 , 39.728 , 8.019 , 2.658 , 27.974 , 516 , 483 , 78 , Excel İndir  Json İndir 
348, KAYNARCA ,, 17.656 , 16.345 , 15.885 , 1.888 , 845 , 12.897 , 45 , 184 , 26 , Excel İndir  Json İndir 
711, KOCAALİ ,, 16.665 , 15.005 , 14.573 , 2.378 , 1.167 , 10.548 , 84 , 371 , 25 , Excel İndir  Json İndir 
726, PAMUKOVA ,, 21.363 , 19.315 , 18.835 , 3.352 , 1.637 , 13.521 , 61 , 237 , 27 , Excel İndir  Json İndir 
488, SAPANCA ,, 29.607 , 27.216 , 26.637 , 6.637 , 1.569 , 17.323 , 593 , 473 , 42 , Excel İndir  Json İndir 
1007, SERDİVAN ,, 89.673 , 80.319 , 78.833 , 20.325 , 6.688 , 49.191 , 1.354 , 1.151 , 124 , Excel İndir  Json İndir 
879, SÖĞÜTLÜ ,, 10.882 , 9.928 , 9.665 , 2.201 , 817 , 6.519 , 23 , 89 , 16 , Excel İndir  Json İndir 
740, TARAKLI ,, 5.195 , 4.828 , 4.655 , 541 , 390 , 3.623 , 9 , 81 , 11 , Excel İndir  Json İndir 
