İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
29, ALMUS ,, 16.055 , 14.266 , 13.874 , 6.017 , 666 , 6.985 , 93 , 91 , 22 , Excel İndir  Json İndir 
50, ARTOVA ,, 6.379 , 5.910 , 5.768 , 1.344 , 358 , 3.995 , 15 , 52 , 4 , Excel İndir  Json İndir 
776, BAŞÇİFTLİK ,, 3.829 , 3.143 , 3.045 , 581 , 218 , 2.207 , 1 , 30 , 8 , Excel İndir  Json İndir 
206, ERBAA ,, 68.513 , 61.274 , 59.182 , 10.444 , 7.044 , 40.618 , 154 , 775 , 147 , Excel İndir  Json İndir 
438, NİKSAR ,, 46.111 , 41.104 , 39.626 , 11.528 , 3.319 , 24.245 , 134 , 301 , 99 , Excel İndir  Json İndir 
727, PAZAR ,, 10.113 , 9.327 , 9.118 , 1.299 , 671 , 7.059 , 12 , 60 , 17 , Excel İndir  Json İndir 
477, REŞADİYE ,, 23.046 , 19.999 , 19.425 , 4.285 , 1.215 , 13.664 , 45 , 176 , 40 , Excel İndir  Json İndir 
880, SULUSARAY ,, 5.310 , 4.720 , 4.591 , 465 , 300 , 3.757 , 7 , 49 , 13 , Excel İndir  Json İndir 
572, TOKAT MERKEZ ,, 135.074 , 123.540 , 121.033 , 26.543 , 9.753 , 82.867 , 356 , 1.368 , 146 , Excel İndir  Json İndir 
583, TURHAL ,, 60.401 , 54.352 , 52.955 , 15.592 , 4.821 , 31.519 , 317 , 621 , 85 , Excel İndir  Json İndir 
751, YEŞİLYURT ,, 6.359 , 5.540 , 5.407 , 736 , 487 , 4.093 , 22 , 62 , 7 , Excel İndir  Json İndir 
633, ZİLE ,, 42.997 , 39.339 , 38.360 , 15.485 , 3.039 , 19.427 , 118 , 251 , 40 , Excel İndir  Json İndir 
