İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
1028, 19 MAYIS ,, 19.340 , 17.054 , 16.540 , 2.326 , 1.253 , 12.737 , 36 , 155 , 33 , Excel İndir  Json İndir 
25, ALAÇAM ,, 20.161 , 17.824 , 17.022 , 4.416 , 2.227 , 10.114 , 77 , 119 , 69 , Excel İndir  Json İndir 
656, ASARCIK ,, 11.831 , 10.708 , 10.410 , 757 , 555 , 8.970 , 21 , 83 , 24 , Excel İndir  Json İndir 
1001, ATAKUM ,, 132.649 , 117.034 , 114.851 , 44.324 , 12.338 , 56.123 , 605 , 1.250 , 211 , Excel İndir  Json İndir 
772, AYVACIK ,, 14.476 , 12.975 , 12.599 , 983 , 668 , 10.854 , 16 , 53 , 25 , Excel İndir  Json İndir 
63, BAFRA ,, 109.085 , 95.559 , 92.626 , 18.696 , 10.884 , 61.868 , 278 , 735 , 165 , Excel İndir  Json İndir 
1002, CANİK ,, 70.050 , 62.087 , 60.492 , 9.760 , 4.201 , 45.749 , 113 , 568 , 101 , Excel İndir  Json İndir 
132, ÇARŞAMBA ,, 101.786 , 89.256 , 86.537 , 12.946 , 6.002 , 66.439 , 153 , 810 , 187 , Excel İndir  Json İndir 
283, HAVZA ,, 30.219 , 27.019 , 26.120 , 5.718 , 1.653 , 18.366 , 78 , 250 , 55 , Excel İndir  Json İndir 
1003, İLKADIM ,, 240.646 , 211.342 , 206.604 , 60.282 , 19.298 , 123.733 , 612 , 2.306 , 373 , Excel İndir  Json İndir 
347, KAVAK ,, 16.090 , 14.532 , 13.951 , 2.038 , 1.505 , 10.190 , 38 , 138 , 42 , Excel İndir  Json İndir 
394, LADİK ,, 13.433 , 12.102 , 11.678 , 2.396 , 1.048 , 8.051 , 29 , 125 , 29 , Excel İndir  Json İndir 
731, SALIPAZARI ,, 14.442 , 12.840 , 12.384 , 1.857 , 744 , 9.645 , 19 , 79 , 40 , Excel İndir  Json İndir 
742, TEKKEKÖY ,, 38.119 , 34.440 , 33.518 , 8.267 , 2.291 , 22.527 , 54 , 339 , 40 , Excel İndir  Json İndir 
569, TERME ,, 55.684 , 49.193 , 47.576 , 7.268 , 3.523 , 35.877 , 97 , 705 , 106 , Excel İndir  Json İndir 
605, VEZİRKÖPRÜ ,, 65.555 , 58.974 , 56.904 , 6.952 , 4.359 , 44.857 , 148 , 456 , 132 , Excel İndir  Json İndir 
886, YAKAKENT ,, 6.679 , 6.023 , 5.708 , 1.414 , 682 , 3.489 , 38 , 65 , 20 , Excel İndir  Json İndir 
