İlçe Id,İlçe Adı,Belde Adı,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Geçerli Oy Toplamı, MUHARREM İNCE , MERAL AKŞENER , RECEP TAYYİP ERDOĞAN , SELAHATTİN DEMİRTAŞ , TEMEL KARAMOLLAOĞLU , DOĞU PERİNÇEK ,Mahaller Bazlı Veri İndir
15, AKÇAKALE ,, 49.448 , 44.557 , 44.099 , 1.047 , 400 , 41.566 , 956 , 114 , 16 , Excel İndir  Json İndir 
93, BİRECİK ,, 54.194 , 42.016 , 40.918 , 5.434 , 855 , 23.098 , 11.106 , 364 , 61 , Excel İndir  Json İndir 
108, BOZOVA ,, 32.048 , 25.591 , 24.917 , 1.408 , 356 , 14.301 , 8.623 , 185 , 44 , Excel İndir  Json İndir 
118, CEYLANPINAR ,, 45.323 , 37.388 , 36.372 , 2.867 , 378 , 19.092 , 13.604 , 394 , 37 , Excel İndir  Json İndir 
1047, EYYÜBİYE ,, 187.914 , 144.797 , 141.229 , 6.620 , 1.206 , 109.331 , 22.919 , 972 , 181 , Excel İndir  Json İndir 
275, HALFETİ ,, 23.563 , 17.944 , 17.245 , 2.034 , 235 , 6.898 , 7.956 , 88 , 34 , Excel İndir  Json İndir 
1048, HALİLİYE ,, 209.478 , 175.571 , 172.394 , 18.061 , 2.726 , 123.703 , 25.909 , 1.825 , 170 , Excel İndir  Json İndir 
693, HARRAN ,, 37.735 , 35.239 , 34.954 , 750 , 427 , 33.584 , 88 , 79 , 26 , Excel İndir  Json İndir 
290, HİLVAN ,, 26.302 , 21.304 , 20.777 , 3.052 , 534 , 10.983 , 5.886 , 276 , 46 , Excel İndir  Json İndir 
1049, KARAKÖPRÜ ,, 105.394 , 90.645 , 89.248 , 12.297 , 2.462 , 58.338 , 14.499 , 1.555 , 97 , Excel İndir  Json İndir 
523, SİVEREK ,, 135.481 , 103.078 , 99.965 , 9.196 , 1.251 , 54.786 , 33.797 , 767 , 168 , Excel İndir  Json İndir 
536, SURUÇ ,, 57.712 , 46.258 , 44.967 , 2.492 , 271 , 14.896 , 27.019 , 215 , 74 , Excel İndir  Json İndir 
606, VİRANŞEHİR ,, 98.890 , 80.062 , 78.564 , 3.730 , 480 , 37.429 , 36.486 , 379 , 60 , Excel İndir  Json İndir 
